[<2,21>,[6,14,18,25,33],[4,8,14,18,25,33],[6,14,18,25,29,31],[6,14,18,25,32,35],[6,14,17,22,31],[4,8,14,18,25,29,31],[4,8,14,18,25,32,35],[4,8,14,17,22,31],[6,14,16,19,27,35],[6,14,18,24,27,35],[6,13,15,19,27,35],[5,9,15,19,27,35],[6,10,11,18,25,33],[4,8,14,16,19,27,35],[4,8,14,18,24,27,35],[2,3,11,18,25,33],[4,7,9,15,19,27,35],[4,8,13,15,19,27,35],[6,14,17,22,29,33],[4,8,10,11,18,25,33],[6,14,17,21,25,33],[4,8,14,17,22,29,33],[6,10,12,22,31],[4,8,14,17,21,25,33],[6,14,18,21,22,31],[2,3,12,22,31],[4,8,14,18,21,22,31],[4,8,10,12,22,31],[6,14,18,25,32,36,41],[6,14,16,20,26,27,35]],
[<2,22>,[6,14,18,25,33,41],[4,8,14,18,25,33,41],[6,14,18,25,32,36],[4,8,14,18,25,32,36],[6,14,16,19,27,36],[6,14,18,24,27,36],[6,13,15,19,27,36],[4,8,14,16,19,27,36],[5,9,15,19,27,36],[4,8,14,18,24,27,36],[4,8,13,15,19,27,36],[4,7,9,15,19,27,36],[6,14,18,25,29,31,41],[6,14,18,25,32,35,41],[4,8,14,18,25,29,31,41],[6,14,17,22,31,41],[4,8,14,18,25,32,35,41],[4,8,14,17,22,31,41],[6,14,16,19,27,35,41],[6,14,18,24,27,35,41],[6,13,15,19,27,35,41],[6,14,16,20,26,27,36],[4,8,14,16,19,27,35,41],[6,10,11,18,25,33,41],[5,9,15,19,27,35,41],[6,14,18,25,33,35,36],[6,13,15,20,26,27,36],[4,8,13,15,19,27,35,41],[2,3,11,18,25,33,41],[4,7,9,15,19,27,35,41]],
[<2,23>,[6,14,16,20,28,37],[6,13,15,20,28,37],[4,8,14,16,20,28,37],[5,9,15,20,28,37],[4,8,13,15,20,28,37],[4,7,9,15,20,28,37],[6,14,18,25,33,41,42],[4,8,14,18,25,33,41,42],[6,14,18,25,32,34,37],[4,8,14,18,25,32,34,37],[6,14,16,19,26,28,37],[6,14,18,25,32,36,42],[6,13,15,19,26,28,37],[6,14,16,19,27,34,37],[6,14,18,24,26,28,37],[4,8,14,16,19,26,28,37],[5,9,15,19,26,28,37],[6,14,18,24,27,34,37],[6,13,15,19,27,34,37],[4,8,14,18,25,32,36,42],[4,8,13,15,19,26,28,37],[4,8,14,16,19,27,34,37],[5,9,15,19,27,34,37],[4,8,14,18,24,26,28,37],[4,7,9,15,19,26,28,37],[4,8,13,15,19,27,34,37],[4,7,9,15,19,27,34,37],[4,8,14,18,24,27,34,37],[6,14,16,19,27,36,42],[6,14,18,24,27,36,42]],
[<3,4>,[7],[4,5],[8,6,5],[8,13,9],[4,6,13,9],[8,10,3,2,5],[8,14,16,15,9],[4,6,14,16,15,9],[4,2,3,10,13,9],[8,10,1,0,2,5],[8,14,11,3,2,5],[8,10,11,16,15,9],[4,2,0,1,10,13,9],[4,6,10,11,16,15,9],[4,2,3,11,16,15,9],[4,2,3,11,14,13,9],[8,14,18,24,19,15,9],[8,14,11,1,0,2,5],[4,6,14,18,24,19,15,9],[4,2,3,10,14,16,15,9],[4,2,0,1,11,16,15,9],[8,14,18,24,26,20,15,9],[4,2,0,1,11,14,13,9],[4,6,14,18,24,26,20,15,9],[8,10,11,18,24,19,15,9],[8,13,15,16,11,3,2,5],[8,6,2,3,11,16,15,9],[8,14,17,12,3,2,5],[8,14,17,21,24,19,15,9],[8,10,12,17,16,15,9]],
[<3,5>,[8,10],[4,6,10],[4,2,3],[8,14,11],[4,2,0,1],[4,6,14,11],[7,5,6,10],[7,5,2,3],[8,6,2,3],[7,9,13,10],[4,5,9,13,10],[7,5,2,0,1],[8,6,2,0,1],[7,5,6,14,11],[8,13,15,16,11],[7,9,15,16,11],[8,14,17,12],[7,9,13,14,11],[4,6,13,15,16,11],[4,6,14,17,12],[4,5,9,15,16,11],[8,14,18,21,12],[4,5,9,13,14,11],[7,9,15,16,14,10],[4,6,14,18,21,12],[7,9,13,6,2,3],[8,13,9,5,2,3],[4,5,9,15,16,14,10],[7,5,6,13,15,16,11],[8,13,15,19,24,18,11]],
[<3,6>,[8],[4,6],[7,5,6],[7,9,13],[4,2,3,10],[4,5,9,13],[4,2,0,1,10],[4,2,3,11,14],[7,5,2,3,10],[7,9,15,16,14],[4,5,9,15,16,14],[4,2,0,1,11,14],[7,5,2,0,1,10],[7,5,2,3,11,14],[7,9,15,16,11,10],[4,2,3,11,16,15,13],[4,5,9,15,16,11,10],[4,2,3,12,17,14],[7,9,15,19,24,18,14],[7,5,2,0,1,11,14],[4,2,3,12,21,18,14],[4,5,9,15,19,24,18,14],[4,2,0,1,11,16,15,13],[7,9,15,20,26,24,18,14],[4,2,0,1,12,17,14],[4,5,9,15,20,26,24,18,14],[4,2,0,1,12,21,18,14],[7,9,15,19,24,18,11,10],[7,5,2,3,11,16,15,13],[7,5,2,3,12,17,14]],
[<3,7>,[7,9],[8,13],[4,6,13],[4,5,9],[8,14,16,15],[7,5,6,13],[8,6,5,9],[4,6,14,16,15],[4,2,3,10,13],[8,10,11,16,15],[4,2,0,1,10,13],[4,6,10,11,16,15],[4,2,3,11,16,15],[4,2,3,11,14,13],[8,14,18,24,19,15],[7,5,6,14,16,15],[7,5,2,3,10,13],[4,6,14,18,24,19,15],[8,10,3,2,5,9],[4,2,3,10,14,16,15],[4,2,0,1,11,16,15],[8,14,18,24,26,20,15],[4,2,0,1,11,14,13],[4,6,14,18,24,26,20,15],[7,5,2,0,1,10,13],[8,10,11,18,24,19,15],[7,5,6,10,11,16,15],[7,5,2,3,11,16,15],[8,10,1,0,2,5,9],[8,6,2,3,11,16,15]],
[<3,8>,[8,14],[4,6,14],[8,10,11],[4,6,10,11],[4,2,3,11],[7,5,6,14],[8,13,15,16],[7,9,15,16],[7,9,13,14],[4,6,13,15,16],[4,2,3,10,14],[4,2,0,1,11],[4,5,9,15,16],[4,5,9,13,14],[7,5,6,10,11],[7,5,2,3,11],[8,6,2,3,11],[8,10,12,17],[4,2,0,1,10,14],[7,9,13,10,11],[4,6,10,12,17],[4,2,3,12,17],[8,10,12,21,18],[4,5,9,13,10,11],[8,13,15,19,24,18],[7,5,2,3,10,14],[7,9,15,19,24,18],[7,5,6,13,15,16],[7,5,2,0,1,11],[8,6,2,0,1,11]],
[<3,9>,[8,14,16],[8,13,15],[7,9,15],[4,6,14,16],[4,6,13,15],[4,5,9,15],[8,10,11,16],[4,6,10,11,16],[4,2,3,11,16],[8,14,18,24,19],[7,5,6,14,16],[7,5,6,13,15],[8,6,5,9,15],[7,9,13,14,16],[4,6,14,18,24,19],[4,2,3,10,14,16],[4,2,0,1,11,16],[8,14,18,24,26,20],[4,2,3,10,13,15],[4,5,9,13,14,16],[4,6,14,18,24,26,20],[8,10,11,18,24,19],[7,5,6,10,11,16],[7,5,2,3,11,16],[8,14,17,21,24,19],[8,6,2,3,11,16],[8,10,12,17,16],[4,2,0,1,10,14,16],[4,2,0,1,10,13,15],[7,9,13,10,11,16]],
[<3,10>,[8,14,17],[4,6,14,17],[8,14,18,21],[8,10,12],[4,6,14,18,21],[4,6,10,12],[4,2,3,12],[8,10,11,17],[4,6,10,11,17],[4,2,3,11,17],[8,14,11,12],[8,10,11,18,21],[4,2,0,1,12],[7,5,6,14,17],[8,13,15,16,17],[7,9,15,16,17],[4,6,14,11,12],[4,6,10,11,18,21],[4,2,3,11,18,21],[7,9,13,14,17],[4,6,13,15,16,17],[4,2,3,10,14,17],[7,5,6,14,18,21],[8,14,16,19,24,21],[7,5,6,10,12],[8,14,18,25,29,22],[8,13,15,19,24,21],[4,5,9,15,16,17],[7,9,15,19,24,21],[7,5,2,3,12]],
[<3,11>,[8,14,18],[4,6,14,18],[8,10,11,18],[8,14,17,21],[4,6,10,11,18],[4,2,3,11,18],[4,6,14,17,21],[8,10,12,21],[7,5,6,14,18],[8,14,16,19,24],[8,13,15,19,24],[7,9,15,19,24],[8,13,15,16,18],[7,9,15,16,18],[4,6,10,12,21],[4,2,3,12,21],[7,9,13,14,18],[4,6,14,16,19,24],[4,6,13,15,19,24],[4,5,9,15,19,24],[4,2,3,10,14,18],[4,6,13,15,16,18],[8,10,11,17,21],[8,14,16,20,26,24],[4,5,9,15,16,18],[4,2,0,1,11,18],[8,13,15,20,26,24],[7,9,15,20,26,24],[4,5,9,13,14,18],[4,6,10,11,17,21]],
[<3,12>,[8,14,16,19],[8,14,18,24],[8,13,15,19],[7,9,15,19],[4,6,14,16,19],[4,6,14,18,24],[4,6,13,15,19],[4,5,9,15,19],[8,14,16,20,26],[8,13,15,20,26],[7,9,15,20,26],[4,6,14,16,20,26],[4,6,13,15,20,26],[4,5,9,15,20,26],[8,10,11,16,19],[8,10,11,18,24],[8,14,17,21,24],[4,6,10,11,16,19],[4,2,3,11,16,19],[4,6,10,11,18,24],[4,2,3,11,18,24],[4,6,14,17,21,24],[8,10,11,16,20,26],[8,10,12,21,24],[8,14,18,25,32,27],[7,5,6,14,16,19],[7,5,6,14,18,24],[7,5,6,13,15,19],[8,13,15,16,18,24],[8,6,5,9,15,19]],
[<3,13>,[8,14,16,20],[8,13,15,20],[7,9,15,20],[4,6,14,16,20],[4,6,13,15,20],[4,5,9,15,20],[8,14,16,19,26],[8,14,18,24,26],[8,13,15,19,26],[7,9,15,19,26],[4,6,14,16,19,26],[8,10,11,16,20],[4,6,13,15,19,26],[4,6,14,18,24,26],[4,5,9,15,19,26],[4,6,10,11,16,20],[4,2,3,11,16,20],[7,5,6,14,16,20],[8,14,18,24,19,20],[8,10,11,16,19,26],[8,10,11,18,24,26],[7,5,6,13,15,20],[8,14,17,21,24,26],[8,6,5,9,15,20],[7,9,13,14,16,20],[4,6,14,18,24,19,20],[4,6,10,11,16,19,26],[4,6,10,11,18,24,26],[4,2,3,11,16,19,26],[4,2,3,11,18,24,26]],
[<3,14>,[8,14,18,25,29],[8,14,17,22],[4,6,14,18,25,29],[4,6,14,17,22],[8,14,18,21,22],[8,10,12,22],[4,6,14,18,21,22],[4,6,10,12,22],[4,2,3,12,22],[8,14,18,25,33,31],[8,10,11,18,25,29],[8,14,17,21,25,29],[8,10,11,17,22],[4,6,14,18,25,33,31],[4,6,10,11,18,25,29],[4,2,3,11,18,25,29],[4,6,14,17,21,25,29],[4,6,10,11,17,22],[4,2,3,11,17,22],[8,14,11,12,22],[8,10,11,18,21,22],[8,10,12,21,25,29],[8,14,16,19,27,32,29],[7,9,15,19,27,32,29],[4,2,0,1,12,22],[8,13,15,19,27,32,29],[8,14,18,24,27,32,29],[8,14,16,19,24,25,29],[7,5,6,14,18,25,29],[7,9,15,19,24,25,29]],
[<3,15>,[8,14,18,25],[4,6,14,18,25],[8,10,11,18,25],[8,14,17,22,29],[8,14,17,21,25],[4,6,10,11,18,25],[4,2,3,11,18,25],[4,6,14,17,22,29],[4,6,14,17,21,25],[8,14,18,21,22,29],[8,10,12,22,29],[8,10,12,21,25],[8,14,16,19,27,32],[7,9,15,19,27,32],[8,14,18,24,27,32],[8,13,15,19,27,32],[8,14,16,19,24,25],[7,5,6,14,18,25],[7,9,15,19,24,25],[8,13,15,19,24,25],[7,9,15,16,18,25],[8,13,15,16,18,25],[4,6,14,18,21,22,29],[4,6,10,12,22,29],[4,6,10,12,21,25],[4,2,3,12,22,29],[4,6,14,16,19,27,32],[4,2,3,12,21,25],[4,6,13,15,19,27,32],[4,6,14,18,24,27,32]],
[<3,16>,[8,14,18,25,32],[8,14,16,19,27],[8,14,18,24,27],[7,9,15,19,27],[8,13,15,19,27],[4,6,14,18,25,32],[4,6,14,16,19,27],[4,6,14,18,24,27],[4,6,13,15,19,27],[4,5,9,15,19,27],[8,14,16,20,26,27],[8,14,18,25,33,35],[8,13,15,20,26,27],[7,9,15,20,26,27],[8,14,16,20,28,34],[8,13,15,20,28,34],[7,9,15,20,28,34],[8,10,11,18,25,32],[4,6,14,16,20,26,27],[4,6,14,18,25,33,35],[4,6,13,15,20,26,27],[8,14,17,22,29,32],[4,5,9,15,20,26,27],[8,14,17,21,25,32],[8,10,11,16,19,27],[4,6,14,16,20,28,34],[8,10,11,18,24,27],[4,6,13,15,20,28,34],[4,5,9,15,20,28,34],[4,6,10,11,18,25,32]],
[<3,17>,[8,14,16,20,28],[8,13,15,20,28],[7,9,15,20,28],[4,6,14,16,20,28],[4,6,13,15,20,28],[4,5,9,15,20,28],[8,14,18,25,32,34],[8,14,16,19,26,28],[8,13,15,19,26,28],[8,14,18,24,26,28],[7,9,15,19,26,28],[8,14,16,19,27,34],[8,13,15,19,27,34],[8,14,18,24,27,34],[7,9,15,19,27,34],[4,6,14,18,25,32,34],[4,6,14,16,19,26,28],[8,10,11,16,20,28],[4,6,14,18,24,26,28],[4,6,14,16,19,27,34],[4,6,13,15,19,26,28],[4,5,9,15,19,26,28],[4,6,14,18,24,27,34],[4,6,13,15,19,27,34],[4,5,9,15,19,27,34],[8,14,16,20,26,27,34],[8,13,15,20,26,27,34],[7,9,15,20,26,27,34],[8,14,18,25,33,35,34],[4,6,10,11,16,20,28]],
[<3,18>,[8,14,17,23],[4,6,14,17,23],[8,14,18,21,23],[8,10,12,23],[4,6,14,18,21,23],[4,6,10,12,23],[4,2,3,12,23],[8,14,18,25,33,40,39,38],[8,14,18,25,29,30,38],[8,14,17,22,30,38],[8,10,11,17,23],[4,6,14,18,25,33,40,39,38],[4,6,14,18,25,29,30,38],[4,6,14,17,22,30,38],[4,6,10,11,17,23],[4,2,3,11,17,23],[8,14,18,21,22,30,38],[8,10,12,22,30,38],[8,10,11,18,21,23],[8,14,11,12,23],[4,2,0,1,12,23],[8,14,18,25,29,31,40,39,38],[8,14,18,25,32,35,40,39,38],[8,14,17,22,31,40,39,38],[7,5,6,14,17,23],[8,13,15,16,17,23],[7,9,15,16,17,23],[4,6,14,18,21,22,30,38],[4,6,10,11,18,21,23],[4,6,10,12,22,30,38]],
[<3,19>,[8,14,18,25,33,40,39],[8,14,18,25,29,30],[8,14,17,22,30],[4,6,14,18,25,33,40,39],[4,6,14,18,25,29,30],[4,6,14,17,22,30],[8,14,18,21,22,30],[8,10,12,22,30],[8,14,18,25,29,31,40,39],[8,14,18,25,32,35,40,39],[8,14,17,22,31,40,39],[8,14,16,19,27,35,40,39],[4,6,14,18,21,22,30],[4,6,10,12,22,30],[4,2,3,12,22,30],[8,14,18,24,27,35,40,39],[8,13,15,19,27,35,40,39],[7,9,15,19,27,35,40,39],[4,6,14,18,25,29,31,40,39],[8,10,11,18,25,33,40,39],[4,6,14,18,25,32,35,40,39],[8,14,18,25,33,31,30],[8,14,17,21,25,33,40,39],[8,10,11,18,25,29,30],[8,14,17,22,29,33,40,39],[4,6,14,17,22,31,40,39],[8,14,18,21,22,31,40,39],[8,10,11,17,22,30],[8,14,17,21,25,29,30],[8,10,12,22,31,40,39]],
[<3,20>,[8,14,18,25,33,40],[4,6,14,18,25,33,40],[8,14,18,25,29,31,40],[8,14,18,25,32,35,40],[8,14,17,22,31,40],[8,14,16,19,27,35,40],[8,14,18,24,27,35,40],[7,9,15,19,27,35,40],[8,13,15,19,27,35,40],[4,6,14,18,25,29,31,40],[8,10,11,18,25,33,40],[4,6,14,18,25,32,35,40],[4,6,14,17,22,31,40],[8,14,17,22,29,33,40],[8,14,17,21,25,33,40],[8,14,18,21,22,31,40],[8,10,12,22,31,40],[8,14,18,25,29,30,39],[4,6,14,16,19,27,35,40],[4,6,14,18,24,27,35,40],[4,6,13,15,19,27,35,40],[4,5,9,15,19,27,35,40],[8,14,17,22,30,39],[8,14,18,25,32,36,41,40],[4,6,10,11,18,25,33,40],[8,14,16,20,26,27,35,40],[4,2,3,11,18,25,33,40],[7,9,15,20,26,27,35,40],[8,13,15,20,26,27,35,40],[4,6,14,17,21,25,33,40]],
[<3,21>,[8,14,18,25,33],[4,6,14,18,25,33],[8,14,18,25,29,31],[8,14,18,25,32,35],[8,14,17,22,31],[8,14,16,19,27,35],[8,14,18,24,27,35],[7,9,15,19,27,35],[8,13,15,19,27,35],[4,6,14,18,25,29,31],[8,10,11,18,25,33],[4,6,14,18,25,32,35],[4,6,14,17,22,31],[8,14,17,22,29,33],[8,14,17,21,25,33],[8,14,18,21,22,31],[8,10,12,22,31],[4,6,14,16,19,27,35],[4,6,14,18,24,27,35],[4,6,13,15,19,27,35],[4,5,9,15,19,27,35],[8,14,18,25,32,36,41],[4,6,10,11,18,25,33],[8,14,16,20,26,27,35],[4,2,3,11,18,25,33],[7,9,15,20,26,27,35],[8,13,15,20,26,27,35],[4,6,14,17,22,29,33],[4,6,14,17,21,25,33],[8,14,18,21,22,29,33]],
[<3,22>,[8,14,18,25,33,41],[8,14,18,25,32,36],[4,6,14,18,25,33,41],[8,14,16,19,27,36],[8,14,18,24,27,36],[8,13,15,19,27,36],[7,9,15,19,27,36],[8,14,18,25,29,31,41],[4,6,14,18,25,32,36],[8,14,18,25,32,35,41],[8,14,17,22,31,41],[4,6,14,16,19,27,36],[4,6,14,18,24,27,36],[4,6,13,15,19,27,36],[8,14,16,19,27,35,41],[4,5,9,15,19,27,36],[8,14,18,24,27,35,41],[8,13,15,19,27,35,41],[7,9,15,19,27,35,41],[8,14,16,20,26,27,36],[8,10,11,18,25,33,41],[4,6,14,18,25,29,31,41],[8,14,18,25,33,35,36],[4,6,14,18,25,32,35,41],[7,9,15,20,26,27,36],[8,13,15,20,26,27,36],[8,14,17,22,29,33,41],[4,6,14,17,22,31,41],[8,14,17,21,25,33,41],[8,14,18,21,22,31,41]],
[<3,23>,[8,14,16,20,28,37],[8,13,15,20,28,37],[7,9,15,20,28,37],[8,14,18,25,33,41,42],[4,6,14,16,20,28,37],[4,6,13,15,20,28,37],[4,5,9,15,20,28,37],[8,14,18,25,32,34,37],[8,14,16,19,26,28,37],[4,6,14,18,25,33,41,42],[8,14,18,25,32,36,42],[8,13,15,19,26,28,37],[8,14,18,24,26,28,37],[8,14,16,19,27,34,37],[7,9,15,19,26,28,37],[8,13,15,19,27,34,37],[8,14,18,24,27,34,37],[7,9,15,19,27,34,37],[4,6,14,18,25,32,34,37],[8,14,16,19,27,36,42],[8,13,15,19,27,36,42],[7,9,15,19,27,36,42],[8,14,18,24,27,36,42],[4,6,14,16,19,26,28,37],[8,14,18,25,29,31,41,42],[4,6,14,18,25,32,36,42],[8,10,11,16,20,28,37],[4,6,14,18,24,26,28,37],[4,6,13,15,19,26,28,37],[8,14,18,25,32,35,41,42]],
[<4,5>,[7,8,10],[5,6,10],[7,4,6,10],[5,2,3],[7,4,2,3],[5,4,8,10],[9,13,10],[7,8,14,11],[5,2,0,1],[7,4,2,0,1],[5,6,14,11],[7,4,6,14,11],[5,4,8,14,11],[9,15,16,11],[9,13,14,11],[7,8,6,2,3],[9,15,16,14,10],[9,13,6,2,3],[9,13,8,4,2,3],[7,8,6,2,0,1],[7,8,13,15,16,11],[7,8,14,17,12],[5,6,13,15,16,11],[9,15,19,24,18,11],[9,13,6,2,0,1],[5,6,14,17,12],[7,4,6,13,15,16,11],[7,4,6,14,17,12],[9,13,8,4,2,0,1],[5,4,8,13,15,16,11]],
[<4,6>,[7,8],[5,6],[7,4,6],[5,4,8],[9,13],[5,2,3,10],[7,4,2,3,10],[9,15,16,14],[5,2,0,1,10],[7,4,2,0,1,10],[5,2,3,11,14],[7,4,2,3,11,14],[9,15,16,11,10],[9,15,19,24,18,14],[5,2,0,1,11,14],[7,4,2,0,1,11,14],[9,15,20,26,24,18,14],[9,15,19,24,18,11,10],[5,2,3,11,16,15,13],[5,2,3,12,17,14],[9,15,19,24,21,17,14],[7,4,2,3,11,16,15,13],[9,15,16,11,3,2,6],[7,4,2,3,12,17,14],[9,15,16,17,12,10],[9,15,16,11,3,2,4,8],[9,15,20,26,24,18,11,10],[5,2,3,12,21,18,14],[9,15,19,24,21,12,10],[9,15,20,26,24,21,17,14]],
[<4,7>,[9],[7,8,13],[5,6,13],[7,4,6,13],[5,4,8,13],[7,8,14,16,15],[5,6,14,16,15],[7,4,6,14,16,15],[5,4,8,14,16,15],[5,2,3,10,13],[7,4,2,3,10,13],[7,8,10,11,16,15],[5,2,0,1,10,13],[5,6,10,11,16,15],[7,4,2,0,1,10,13],[7,4,6,10,11,16,15],[5,2,3,11,16,15],[5,4,8,10,11,16,15],[7,4,2,3,11,16,15],[5,2,3,11,14,13],[7,4,2,3,11,14,13],[7,8,14,18,24,19,15],[5,6,14,18,24,19,15],[7,4,6,14,18,24,19,15],[5,4,8,14,18,24,19,15],[5,2,3,10,14,16,15],[7,4,2,3,10,14,16,15],[5,2,0,1,11,16,15],[7,4,2,0,1,11,16,15],[7,8,14,18,24,26,20,15]],
[<4,8>,[7,8,14],[5,6,14],[7,4,6,14],[5,4,8,14],[9,15,16],[9,13,14],[7,8,10,11],[5,6,10,11],[7,4,6,10,11],[5,2,3,11],[7,4,2,3,11],[5,4,8,10,11],[9,13,10,11],[7,8,13,15,16],[9,15,19,24,18],[5,2,3,10,14],[5,6,13,15,16],[7,4,6,13,15,16],[7,4,2,3,10,14],[5,2,0,1,11],[7,4,2,0,1,11],[5,4,8,13,15,16],[9,15,20,26,24,18],[7,8,6,2,3,11],[5,2,0,1,10,14],[7,8,10,12,17],[7,4,2,0,1,10,14],[5,6,10,12,17],[7,4,6,10,12,17],[5,2,3,12,17]],
[<4,9>,[9,15],[7,8,14,16],[7,8,13,15],[5,6,14,16],[7,4,6,14,16],[5,6,13,15],[5,4,8,14,16],[7,4,6,13,15],[5,4,8,13,15],[9,13,14,16],[7,8,10,11,16],[5,6,10,11,16],[5,2,3,11,16],[7,4,6,10,11,16],[7,4,2,3,11,16],[5,4,8,10,11,16],[9,13,10,11,16],[7,8,14,18,24,19],[5,6,14,18,24,19],[7,4,6,14,18,24,19],[5,4,8,14,18,24,19],[5,2,3,10,14,16],[5,2,0,1,11,16],[7,4,2,3,10,14,16],[5,2,3,10,13,15],[7,4,2,0,1,11,16],[7,4,2,3,10,13,15],[7,8,14,18,24,26,20],[9,13,14,18,24,19],[5,6,14,18,24,26,20]],
[<4,10>,[7,8,14,17],[5,6,14,17],[7,4,6,14,17],[5,4,8,14,17],[9,15,16,17],[7,8,14,18,21],[7,8,10,12],[9,13,14,17],[5,6,14,18,21],[5,6,10,12],[7,4,6,14,18,21],[5,2,3,12],[9,15,19,24,21],[7,4,6,10,12],[7,4,2,3,12],[9,15,16,18,21],[5,4,8,10,12],[5,4,8,14,18,21],[7,8,10,11,17],[9,13,14,18,21],[9,13,10,12],[9,15,20,26,24,21],[5,6,10,11,17],[5,2,3,11,17],[7,4,6,10,11,17],[7,4,2,3,11,17],[5,4,8,10,11,17],[7,8,14,11,12],[7,8,10,11,18,21],[5,2,0,1,12]],
[<4,11>,[7,8,14,18],[5,6,14,18],[7,4,6,14,18],[9,15,19,24],[5,4,8,14,18],[9,15,16,18],[9,13,14,18],[9,15,20,26,24],[7,8,10,11,18],[7,8,14,17,21],[5,6,10,11,18],[7,4,6,10,11,18],[5,2,3,11,18],[5,6,14,17,21],[5,4,8,10,11,18],[7,4,2,3,11,18],[7,4,6,14,17,21],[5,4,8,14,17,21],[9,15,16,17,21],[7,8,10,12,21],[9,13,10,11,18],[7,8,14,16,19,24],[9,13,14,17,21],[7,8,13,15,19,24],[7,8,13,15,16,18],[5,6,10,12,21],[7,4,6,10,12,21],[5,2,3,12,21],[5,4,8,10,12,21],[7,4,2,3,12,21]],
[<4,12>,[9,15,19],[9,15,20,26],[7,8,14,16,19],[7,8,14,18,24],[7,8,13,15,19],[5,6,14,16,19],[7,4,6,14,16,19],[5,6,13,15,19],[5,6,14,18,24],[5,4,8,14,16,19],[7,4,6,13,15,19],[7,4,6,14,18,24],[9,15,16,18,24],[5,4,8,13,15,19],[5,4,8,14,18,24],[7,8,14,16,20,26],[7,8,13,15,20,26],[9,13,14,16,19],[9,13,14,18,24],[5,6,14,16,20,26],[7,4,6,14,16,20,26],[5,6,13,15,20,26],[5,4,8,14,16,20,26],[7,4,6,13,15,20,26],[5,4,8,13,15,20,26],[7,8,10,11,16,19],[9,13,14,16,20,26],[7,8,10,11,18,24],[7,8,14,17,21,24],[9,15,20,28,34,27]],
[<4,13>,[9,15,20],[9,15,19,26],[7,8,14,16,20],[7,8,13,15,20],[5,6,14,16,20],[7,4,6,14,16,20],[5,6,13,15,20],[5,4,8,14,16,20],[7,4,6,13,15,20],[5,4,8,13,15,20],[9,13,14,16,20],[7,8,14,16,19,26],[7,8,14,18,24,26],[7,8,13,15,19,26],[5,6,14,16,19,26],[5,6,14,18,24,26],[7,4,6,14,16,19,26],[5,6,13,15,19,26],[7,8,10,11,16,20],[5,4,8,14,16,19,26],[7,4,6,13,15,19,26],[7,4,6,14,18,24,26],[9,15,16,18,24,26],[5,4,8,13,15,19,26],[5,4,8,14,18,24,26],[9,13,14,16,19,26],[9,13,14,18,24,26],[5,6,10,11,16,20],[5,2,3,11,16,20],[7,4,6,10,11,16,20]],
[<4,14>,[7,8,14,18,25,29],[7,8,14,17,22],[9,15,19,27,32,29],[5,6,14,18,25,29],[7,4,6,14,18,25,29],[9,15,19,24,25,29],[9,15,16,18,25,29],[5,6,14,17,22],[5,4,8,14,18,25,29],[7,4,6,14,17,22],[9,15,16,17,22],[5,4,8,14,17,22],[7,8,14,18,21,22],[7,8,10,12,22],[9,13,14,18,25,29],[9,15,19,27,35,31],[9,13,14,17,22],[9,15,20,26,27,32,29],[5,6,14,18,21,22],[5,6,10,12,22],[9,15,20,26,24,25,29],[7,4,6,14,18,21,22],[5,2,3,12,22],[7,4,6,10,12,22],[9,15,19,24,21,22],[7,4,2,3,12,22],[5,4,8,10,12,22],[5,4,8,14,18,21,22],[9,15,16,18,21,22],[9,15,20,28,34,32,29]],
[<4,15>,[7,8,14,18,25],[9,15,19,27,32],[5,6,14,18,25],[7,4,6,14,18,25],[9,15,19,24,25],[9,15,16,18,25],[5,4,8,14,18,25],[9,13,14,18,25],[9,15,20,26,27,32],[9,15,20,26,24,25],[9,15,20,28,34,32],[9,15,19,27,35,33],[7,8,10,11,18,25],[7,8,14,17,22,29],[7,8,14,17,21,25],[5,6,10,11,18,25],[7,4,6,10,11,18,25],[5,2,3,11,18,25],[5,6,14,17,22,29],[5,4,8,10,11,18,25],[7,4,2,3,11,18,25],[5,6,14,17,21,25],[7,4,6,14,17,22,29],[9,15,20,26,27,35,33],[7,4,6,14,17,21,25],[9,15,16,17,22,29],[5,4,8,14,17,22,29],[9,15,16,17,21,25],[5,4,8,14,17,21,25],[7,8,14,18,21,22,29]],
[<4,16>,[9,15,19,27],[9,15,20,26,27],[9,15,20,28,34],[7,8,14,18,25,32],[9,15,19,26,28,34],[7,8,14,16,19,27],[7,8,14,18,24,27],[7,8,13,15,19,27],[5,6,14,18,25,32],[7,4,6,14,18,25,32],[9,15,19,24,25,32],[9,15,16,18,25,32],[5,4,8,14,18,25,32],[5,6,14,16,19,27],[5,6,14,18,24,27],[7,4,6,14,16,19,27],[5,6,13,15,19,27],[9,13,14,18,25,32],[7,4,6,14,18,24,27],[7,4,6,13,15,19,27],[5,4,8,14,16,19,27],[9,15,16,18,24,27],[5,4,8,13,15,19,27],[5,4,8,14,18,24,27],[7,8,14,16,20,26,27],[7,8,14,18,25,33,35],[7,8,13,15,20,26,27],[9,15,20,26,24,25,32],[9,13,14,16,19,27],[9,13,14,18,24,27]],
